ViolentCrimesPerPop	state	communityname	racepctblack	racePctHisp	agePct12t21	pctUrban	medIncome	pctWPubAsst	PctPopUnderPov	PctUnemployed	TotalPctDiv	PctKids2Par	PctImmigRec5	PctImmigRec10	PctRecImmig5	PctRecImmig10	PctNotSpeakEnglWell	NumInShelters	PctForeignBorn	LemasSwornFT	LemasTotalReq	PolicReqPerOffic	OfficAssgnDrugUnits	NumKindsDrugsSeiz	PolicAveOTWorked	PctUsePubTrans	LemasGangUnitDeploy	LemasPctOfficDrugUn
0.2221	53	Tacomacity	0.22	0.07	0.39	1	0.23	0.55	0.44	0.46	0.8	0.44	0.34	0.51	0.16	0.2	0.15	0.23	0.23	0.04	0.09	0.54	0.04	0.93	0.32	0.22	1	0.45
0.3785	22	LakeCharlescity	0.81	0.02	0.47	1	0.16	0.56	0.63	0.72	0.64	0.38	0.3	0.44	0.02	0.02	0.06	0.01	0.02	0.01	0.02	0.19	0.03	0.79	0.38	0.05	0	0.72
0.15	41	Salemcity	0.03	0.11	0.38	1	0.22	0.36	0.38	0.4	0.78	0.55	0.52	0.59	0.18	0.17	0.12	0.1	0.16	0.02	0.03	0.28	0.05	0.43	0.34	0.14	0	1
0.5183	34	Hobokencity	0.11	0.56	0.29	1	0.38	0.42	0.43	0.38	0.45	0.3	0.34	0.46	0.35	0.39	0.57	0.05	0.5	0.01	0.02	0.25	0.05	0.71	0	1	0	1
0.4802	36	Syracusecity	0.4	0.05	0.57	1	0.16	0.62	0.6	0.53	0.57	0.22	0.51	0.45	0.2	0.15	0.11	0.24	0.19	0.09	0.08	0.24	0.12	0.21	0.24	0.61	0	0.78
0.1553	12	Sunrisecity	0.14	0.16	0.25	1	0.33	0.13	0.16	0.28	0.43	0.73	0.27	0.38	0.27	0.32	0.12	0	0.48	0.01	0.02	0.22	0.03	0.86	0.04	0.06	0.5	0.58
0.2869	6	GardenGrovecity	0.03	0.43	0.43	1	0.47	0.45	0.27	0.38	0.54	0.58	0.61	0.79	1	1	0.85	0.03	0.91	0.02	0.03	0.26	0.02	0.43	0.58	0.17	0.5	0.37
0.3246	22	Shreveportcity	0.87	0.02	0.45	1	0.17	0.53	0.67	0.79	0.73	0.24	0.45	0.45	0.03	0.02	0.03	0.07	0.03	0.08	0.26	0.84	0.17	0.64	0.34	0.19	0.5	1
0.1056	6	Fullertoncity	0.04	0.39	0.45	1	0.5	0.22	0.25	0.26	0.51	0.63	0.55	0.62	0.8	0.75	0.56	0.04	0.7	0.02	0.02	0.21	0.04	0.93	0.45	0.13	1	0.75
0.0767	27	Minneapoliscity	0.25	0.04	0.34	1	0.23	0.51	0.49	0.42	0.63	0.33	0.64	0.72	0.24	0.23	0.11	0.62	0.18	0.17	0.16	0.26	0.06	0.71	0.2	0.92	0.5	0.22
0.0361	25	Medfordcity	0.08	0.03	0.38	1	0.45	0.26	0.17	0.35	0.25	0.73	0.32	0.31	0.24	0.19	0.14	0.01	0.35	0.01	0	0.02	0.02	0.64	0.17	0.94	0	0.52
0.3	12	FortMyerscity	0.63	0.14	0.4	0.99	0.17	0.43	0.55	0.38	0.9	0.12	0.39	0.59	0.11	0.14	0.13	0.05	0.13	0.02	0.03	0.29	0.05	0.5	0.21	0.11	0.5	1
0.1453	48	Lubbockcity	0.17	0.42	0.6	1	0.21	0.3	0.52	0.41	0.5	0.59	0.53	0.6	0.11	0.1	0.17	0.01	0.09	0.05	0.07	0.3	0.05	0.57	0.25	0.05	1	0.48
0.2135	22	Kennercity	0.35	0.18	0.47	1	0.31	0.27	0.37	0.44	0.62	0.58	0.24	0.45	0.12	0.18	0.11	0	0.23	0.01	0.02	0.32	0.02	0.5	0.42	0.12	0	0.53
0.1359	51	Chesapeakecity	0.53	0.02	0.43	0.96	0.4	0.24	0.23	0.23	0.49	0.62	0.27	0.33	0.03	0.03	0.03	0	0.05	0.04	0.06	0.31	0.04	0.36	0.03	0.06	1	0.47
0.2535	47	JohnsonCitycity	0.11	0.01	0.52	1	0.19	0.41	0.45	0.41	0.59	0.58	0.63	0.5	0.06	0.04	0.02	0.03	0.04	0.01	0.01	0.2	0	0.43	0.09	0.05	0	0
0.3941	34	Lakewoodtownship	0.27	0.19	0.35	0.98	0.29	0.34	0.42	0.46	0.35	0.7	0.25	0.26	0.16	0.14	0.19	0.06	0.31	0.01	0.02	0.26	0.02	0.36	0.17	0.22	1	0.66
0.2914	45	Columbiacity	0.85	0.03	0.76	0.98	0.19	0.35	0.56	0.35	0.58	0.23	0.74	0.7	0.15	0.12	0.04	0.12	0.09	0.04	0.09	0.47	0.18	0.14	0.17	0.27	0.5	1
0.327	8	Denvercity	0.25	0.43	0.3	1	0.22	0.36	0.45	0.42	0.85	0.39	0.46	0.57	0.21	0.22	0.19	0.68	0.22	0.28	0.49	0.5	0.19	0.57	0.16	0.46	0.5	0.41
0.3984	9	NewBritaintown	0.15	0.3	0.39	1	0.31	0.43	0.33	0.51	0.49	0.37	0.37	0.41	0.38	0.35	0.49	0.04	0.49	0.02	0.02	0.17	0.04	0.5	0.38	0.17	0	0.72
0.1655	4	Mesacity	0.04	0.2	0.43	1	0.31	0.17	0.24	0.29	0.54	0.72	0.41	0.49	0.12	0.12	0.1	0.13	0.14	0.07	0.4	1	0.04	0.5	0.33	0.05	0.5	0.27
0.4368	36	Buffalocity	0.6	0.09	0.42	1	0.11	0.92	0.68	0.8	0.62	0.21	0.32	0.34	0.09	0.08	0.12	0.17	0.13	0.22	0.28	0.35	0.12	0.79	0.07	0.75	0.5	0.33
0.3833	1	Gadsdencity	0.55	0.01	0.41	1	0.13	0.5	0.54	0.55	0.61	0.37	0.93	0.79	0.08	0.06	0.05	0	0.04	0.01	0.03	0.41	0.01	0.64	0.58	0.01	0.5	0.42
0.1804	12	PuntaGordacity	0.11	0.03	0.06	1	0.37	0.29	0.21	0.2	0.29	0.37	0.06	0.06	0.02	0.02	0.04	0	0.14	0.03	0.02	0.18	0.05	0.64	0.15	0	0	0.71
0.3801	9	Bridgeporttown	0.52	0.49	0.42	1	0.28	0.65	0.45	0.72	0.6	0.2	0.43	0.53	0.39	0.4	0.49	0.12	0.43	0.07	0.08	0.26	0.09	0.93	0.01	0.36	0	0.63
0.2351	33	Nashuacity	0.03	0.05	0.33	1	0.48	0.19	0.16	0.37	0.48	0.73	0.44	0.49	0.19	0.18	0.11	0.02	0.2	0.02	0.03	0.25	0.03	0.36	0.41	0.06	1	0.52
0.2785	50	Burlingtoncity	0.02	0.02	0.95	1	0.23	0.39	0.51	0.39	0.4	0.47	0.53	0.45	0.14	0.1	0.04	0.05	0.12	0.01	0.02	0.29	0.01	0.64	0.39	0.19	0	0.23
0.7138	18	EastChicagocity	0.65	0.89	0.54	1	0.13	0.79	0.68	1	0.66	0.16	0.19	0.24	0.13	0.14	0.41	0	0.34	0.01	0	0.07	0	0.29	0.65	0.23	0	0
0.2417	41	Hillsborocity	0.01	0.21	0.44	1	0.35	0.26	0.21	0.22	0.56	0.67	0.76	0.79	0.43	0.37	0.27	0.01	0.27	0.03	0.01	0.06	0.04	0.36	0.11	0.2	0.5	0.59
0.3057	19	Davenportcity	0.15	0.06	0.42	1	0.24	0.38	0.41	0.4	0.55	0.52	0.47	0.47	0.07	0.06	0.05	0.06	0.07	0.02	0.04	0.45	0.02	0.64	0.29	0.06	1	0.43
0.233	48	Arlingtoncity	0.16	0.16	0.42	1	0.39	0.11	0.21	0.29	0.61	0.71	0.52	0.69	0.25	0.27	0.14	0.03	0.22	0.07	0.18	0.68	0.1	0.64	0.11	0.01	1	0.81
0.3057	12	FortLauderdalecity	0.55	0.13	0.24	1	0.26	0.23	0.45	0.42	0.85	0.25	0.46	0.64	0.49	0.57	0.25	0.14	0.52	0.09	0.1	0.27	0.18	0.14	0.22	0.26	0.5	1
0.1818	48	Carrolltoncity	0.1	0.19	0.33	1	0.56	0.05	0.11	0.2	0.55	0.8	0.39	0.69	0.28	0.4	0.22	0	0.34	0.01	0.02	0.29	0.01	0.36	0.09	0.08	0.5	0.27
0.4143	48	Laredocity	0	1	0.67	1	0.11	0.82	1	0.77	0.36	0.56	0.38	0.48	0.56	0.6	1	0	0.73	0.03	0.07	0.55	0.03	0.14	0.42	0.2	0	0.44
0.2004	32	Renocity	0.06	0.2	0.34	1	0.28	0.2	0.3	0.33	0.97	0.52	0.6	0.7	0.44	0.43	0.21	0.34	0.35	0.05	0.1	0.44	0.05	0.57	0.44	0.29	0.5	0.52
0.4827	51	VirginiaBeachcity	0.27	0.06	0.45	0.99	0.41	0.13	0.14	0.2	0.48	0.75	0.35	0.44	0.11	0.12	0.05	0.17	0.15	0.12	0.43	0.99	0.17	0.57	0.28	0.04	1	0.81
0.4675	12	Tampacity	0.49	0.28	0.37	1	0.18	0.45	0.51	0.41	0.85	0.28	0.27	0.43	0.13	0.18	0.2	0.25	0.23	0.17	0.32	0.52	0.15	0.93	0.17	0.18	1	0.51
0.1621	6	CostaMesacity	0.03	0.37	0.33	1	0.47	0.19	0.23	0.22	0.75	0.56	0.62	0.7	0.82	0.78	0.52	0.13	0.64	0.02	0.03	0.3	0.03	0.57	0.04	0.17	0.5	0.66
0.2769	5	NorthLittleRockcity	0.46	0.01	0.39	1	0.2	0.35	0.45	0.32	0.74	0.39	0.17	0.25	0.01	0.01	0.03	0.02	0.03	0.01	0.04	0.48	0.04	0.64	0.15	0.09	0	0.99
0.1606	8	Westminstercity	0.02	0.21	0.39	1	0.41	0.14	0.16	0.22	0.65	0.71	0.42	0.53	0.11	0.11	0.11	0.01	0.12	0.01	0.02	0.31	0.03	0.71	0.19	0.19	0	0.69
0.1829	51	Leesburgtown	0.24	0.04	0.31	0	0.47	0.16	0.15	0.06	0.61	0.68	0.55	0.6	0.18	0.16	0.11	0	0.15	0.02	0.02	0.16	0.03	0.43	0.27	0.04	1	0.52
0.4842	6	Glendalecity	0.03	0.39	0.33	1	0.37	0.55	0.37	0.44	0.51	0.69	0.72	0.73	1	1	0.99	0.05	1	0.03	0.13	0.87	0.04	0.71	0.04	0.23	0.5	0.6
0.5245	12	Ocalacity	0.46	0.04	0.35	1	0.17	0.44	0.52	0.45	0.75	0.28	0.12	0.26	0.02	0.04	0.04	0.02	0.08	0.01	0.03	0.41	0.04	0.71	0.39	0.01	0	0.86
0.2384	51	NewportNewscity	0.65	0.05	0.41	1	0.26	0.37	0.37	0.36	0.61	0.51	0.37	0.47	0.09	0.1	0.05	0.06	0.12	0.04	0.06	0.3	0.08	0.57	0.14	0.16	1	0.82
0.4838	6	Richmondcity	0.85	0.27	0.38	1	0.34	0.77	0.42	0.63	0.81	0.25	0.44	0.6	0.42	0.48	0.32	0.11	0.46	0.03	0.08	0.61	0.11	0.5	0.32	0.73	1	1
0.4624	6	Berkeleycity	0.37	0.15	0.62	1	0.3	0.37	0.46	0.33	0.6	0.42	0.48	0.57	0.5	0.49	0.17	0.29	0.5	0.03	0.08	0.65	0.09	0.64	0.38	0.91	0.5	1
0.4286	12	NorthMiamicity	0.62	0.46	0.31	1	0.22	0.21	0.4	0.54	0.81	0.39	0.46	0.62	1	1	0.57	0.01	1	0.01	0.02	0.25	0.01	0.36	0.65	0.44	1	0.4
0.4425	51	Norfolkcity	0.76	0.05	0.63	1	0.2	0.45	0.51	0.37	0.62	0.35	0.49	0.55	0.11	0.11	0.05	0.15	0.11	0.14	0.16	0.3	0.19	0.43	0.17	0.31	0.5	0.79
0.5098	6	Pasadenacity	0.37	0.51	0.34	1	0.39	0.44	0.39	0.39	0.57	0.48	0.54	0.63	0.92	0.89	0.62	0.13	0.82	0.04	0.05	0.28	0.15	0.93	0.22	0.31	0.5	1
0.1518	53	Bellevuecity	0.04	0.04	0.34	1	0.53	0.12	0.13	0.13	0.54	0.76	0.53	0.58	0.43	0.4	0.18	0.01	0.39	0.01	0.03	0.29	0.03	0.43	0.24	0.38	1	0.63
0.4559	45	Greenvillecity	0.69	0.02	0.47	1	0.2	0.4	0.47	0.34	0.68	0.25	0.53	0.57	0.07	0.06	0.03	0.07	0.05	0.04	0.07	0.35	0.45	0.5	0.01	0.13	0	1
0.5282	34	NewBrunswickcity	0.58	0.36	1	1	0.27	0.49	0.58	0.59	0.36	0.13	0.66	0.76	0.68	0.65	0.45	0.06	0.5	0.01	0.02	0.26	0.02	0.71	0.2	0.69	0	0.5
0.483	37	Wilmingtoncity	0.66	0.01	0.55	1	0.15	0.51	0.59	0.38	0.68	0.22	0.29	0.37	0.03	0.03	0.03	0.05	0.05	0.02	0.03	0.31	0.02	0.5	0.19	0.18	0	0.46
0.6261	34	Patersoncity	0.7	0.76	0.52	1	0.25	0.64	0.49	0.76	0.6	0.21	0.5	0.64	0.77	0.82	0.93	0.15	0.75	0.06	0.05	0.19	0.13	0.71	0.18	0.59	0	1
0.3587	40	OklahomaCitycity	0.31	0.09	0.38	0.99	0.23	0.31	0.42	0.45	0.78	0.51	0.42	0.63	0.11	0.14	0.09	0.59	0.12	0.18	0.24	0.37	0.11	0.86	0.09	0.05	0.5	0.36
0.15	9	EastHartfordtown	0.16	0.11	0.29	1	0.41	0.26	0.13	0.31	0.56	0.56	0.31	0.36	0.21	0.2	0.13	0.12	0.32	0.01	0.02	0.24	0.03	0.57	0.16	0.33	0	0.65
0.1933	22	BossierCitycity	0.35	0.05	0.47	1	0.24	0.27	0.42	0.46	0.61	0.55	0.21	0.3	0.03	0.04	0.02	0.01	0.07	0.01	0.02	0.21	0.02	0.43	0.1	0.02	0.5	0.52
0.0152	34	EastBrunswicktownship	0.04	0.05	0.39	1	0.78	0.11	0.04	0.2	0.19	0.91	0.34	0.44	0.29	0.32	0.13	0	0.41	0.01	0.01	0.13	0.01	0.64	0	0.56	0	0.23
0.9838	34	Newarkcity	1	0.48	0.54	1	0.17	1	0.7	1	0.69	0	0.51	0.62	0.58	0.59	0.71	1	0.55	0.02	0.02	0.17	0	0.29	0.66	1	0	0
0.1545	12	Naplescity	0.11	0.04	0.06	1	0.52	0.11	0.15	0.13	0.4	0.55	0.28	0.34	0.1	0.11	0.07	0	0.17	0.1	0.09	0.24	0.11	0.29	0.14	0.01	1	0.61
0.3252	55	Racinecity	0.36	0.15	0.39	1	0.25	0.57	0.42	0.49	0.6	0.4	0.25	0.26	0.06	0.05	0.09	0.01	0.11	0.03	0.05	0.32	0.04	0.43	0.26	0.19	0.5	0.61
0.5408	12	Orlandocity	0.52	0.16	0.49	1	0.24	0.3	0.41	0.25	0.82	0.25	0.42	0.55	0.18	0.19	0.15	0.4	0.2	0.15	0.15	0.26	0.26	0.93	0.1	0.2	0.5	0.96
0.226	45	Charlestoncity	0.81	0.01	0.57	1	0.22	0.4	0.57	0.3	0.54	0.29	0.48	0.48	0.07	0.06	0.04	0.1	0.07	0.04	0.04	0.24	0.02	0.5	0.03	0.33	0	0.25
0.545	25	Lawrencecity	0.12	0.77	0.47	1	0.17	1	0.73	1	0.69	0.16	0.59	0.68	0.76	0.73	0.89	0.03	0.62	0.02	0.02	0.24	0.04	0.29	0.31	0.15	0	0.93
0.2881	34	Lindencity	0.39	0.13	0.3	1	0.4	0.28	0.14	0.42	0.4	0.59	0.32	0.38	0.32	0.31	0.28	0	0.47	0.01	0.01	0.14	0.04	0.57	0.32	0.32	0	0.99
0.3218	4	Tempecity	0.06	0.2	0.63	1	0.33	0.15	0.35	0.3	0.52	0.64	0.69	0.7	0.31	0.26	0.1	0.03	0.21	0.04	0.08	0.46	0.04	0.79	0.35	0.08	1	0.48
0.3561	21	Louisvillecity	0.58	0.01	0.38	1	0.14	0.56	0.6	0.54	0.79	0.22	0.63	0.62	0.06	0.05	0.03	0.47	0.04	0.08	0.03	0.09	0.01	0.86	0.23	0.48	1	0.05
0.4842	6	Pomonacity	0.28	0.95	0.51	1	0.34	0.63	0.49	0.6	0.51	0.49	0.56	0.67	1	1	1	0.12	0.94	0.02	0.1	0.86	0.03	0.86	0.27	0.18	0.5	0.42
0.2783	6	SantaBarbaracity	0.04	0.58	0.32	1	0.36	0.28	0.33	0.26	0.66	0.5	0.57	0.62	0.79	0.72	0.58	0.18	0.67	0.02	0.05	0.55	0.02	0.57	0.28	0.22	0	0.37
0.4132	54	Charlestoncity	0.28	0.01	0.32	1	0.2	0.5	0.49	0.47	0.67	0.45	0.3	0.3	0.03	0.03	0.03	0.09	0.05	0.02	0.05	0.43	0.06	0.29	0.46	0.29	0	1
0.2528	18	FortWaynecity	0.33	0.05	0.42	1	0.24	0.27	0.3	0.38	0.67	0.47	0.36	0.44	0.05	0.05	0.04	0.06	0.06	0.05	0.03	0.14	0.06	0.71	0.5	0.12	0.5	0.57
0.3924	6	SanDiegocity	0.18	0.38	0.47	1	0.36	0.42	0.35	0.34	0.61	0.54	0.48	0.6	0.62	0.64	0.42	1	0.62	0.29	0.3	0.28	0.18	0.93	0.97	0.25	0.5	0.37
0.2767	5	LittleRockcity	0.66	0.01	0.39	1	0.25	0.26	0.38	0.31	0.71	0.41	0.51	0.6	0.07	0.06	0.03	0.08	0.06	0.01	0.01	0.17	0.01	0.29	0	0.08	0	0.41
0.3528	36	Poughkeepsiecity	0.61	0.07	0.32	1	0.26	0.56	0.38	0.44	0.58	0.24	0.41	0.52	0.25	0.26	0.1	0.02	0.29	0.01	0.01	0.15	0.01	0.36	0.44	0.42	0	0.37
0.2461	18	Indianapoliscity	0.44	0.02	0.38	1	0.29	0.28	0.32	0.33	0.72	0.46	0.38	0.43	0.04	0.04	0.04	0.33	0.05	0.21	0.5	0.68	0.16	0.93	0.2	0.18	0.5	0.44
0.4695	6	SanFranciscocity	0.21	0.26	0.24	1	0.36	0.5	0.33	0.38	0.56	0.46	0.45	0.58	0.94	1	0.8	1	1	0.39	0.66	0.5	0.4	0.93	0.16	1	0.5	0.64
0.0695	9	Hamdentown	0.17	0.04	0.35	0.96	0.5	0.17	0.1	0.2	0.3	0.79	0.26	0.34	0.11	0.12	0.06	0.02	0.21	0.01	0.02	0.26	0.02	0.43	0.25	0.17	0	0.62
0.2712	9	Waterburytown	0.25	0.25	0.35	1	0.31	0.48	0.31	0.5	0.52	0.42	0.17	0.26	0.09	0.12	0.28	0.06	0.25	0.06	0.04	0.19	0.1	0.36	0.25	0.18	0	0.91
0.2709	25	Walthamcity	0.06	0.1	0.58	1	0.44	0.24	0.16	0.37	0.32	0.65	0.46	0.49	0.43	0.38	0.2	0.04	0.45	0.02	0.01	0.14	0.01	0.57	0.19	0.33	0	0.22
0.3844	6	Ontariocity	0.14	0.77	0.5	1	0.4	0.47	0.35	0.47	0.57	0.59	0.52	0.65	0.73	0.75	0.77	0.08	0.68	0.03	0.04	0.3	0.07	0.36	0.11	0.05	0.5	1
